1573873223,-3200.0
1573873253,-3200.0
1573873283,-3200.0
1573873313,-3200.0
1573873343,-3200.0
1573873373,-3200.0
1573873403,-3200.0
1573873433,-3200.0
1573873463,-3200.0
1573873493,-3200.0
1573873523,-3200.0
1573873553,-3200.0
1573873583,-3200.0
1573873613,-3200.0
1573873643,-3200.0
1573873673,-3200.0
1573873703,-3200.0
1573873733,-3200.0
1573873763,-3200.0
1573873793,-3200.0
1573873823,-3200.0
1573873853,-3200.0
1573873883,-3200.0
1573873913,-3200.0
1573873943,-3200.0
1573873973,-3200.0
1573874003,-3200.0
1573874033,-3200.0
1573874063,-3200.0
1573874093,-3200.0
1573874123,-3200.0
1573874153,-3200.0
1573874183,-3200.0
1573874213,-3200.0
1573874243,-3200.0
1573874273,-3200.0
1573874303,-3200.0
1573874333,-3200.0
1573874363,-3200.0
1573874393,-3200.0
1573874423,-3200.0
1573874453,-3200.0
1573874483,-3200.0
1573874513,-3200.0
1573874543,-3200.0
1573874573,-3200.0
1573874603,-3200.0
1573874633,-3200.0
1573874663,-3200.0
1573874693,-3200.0
1573874723,-3200.0
1573874753,-3200.0
1573874783,-3200.0
1573874813,-3200.0
1573874843,-3200.0
1573874873,-3200.0
1573874903,-3200.0
1573874933,-3200.0
1573874963,-3200.0
1573874993,-3200.0
1573875023,-3200.0
1573875053,-3200.0
1573875083,-3200.0
1573875113,-3200.0
1573875143,-3200.0
1573875173,-3200.0
1573875203,-3200.0
1573875233,-3200.0
1573875263,-3200.0
1573875293,-3200.0
1573875323,-3200.0
1573875353,-3200.0
1573875383,-3200.0
1573875413,-3200.0
1573875443,-3200.0
1573875473,-3200.0
1573875503,-3200.0
1573875533,-3200.0
1573875563,-3200.0
1573875593,-3200.0
1573875623,-3200.0
1573875653,-3200.0
1573875683,-3200.0
1573875713,-3200.0
1573875743,-3200.0
1573875773,-3200.0
1573875803,-3200.0
1573875833,-3200.0
1573875863,-3200.0
1573875893,-3200.0
1573875923,-3200.0
1573875953,-3200.0
1573875983,-3200.0
1573876013,-3200.0
1573876043,-3200.0
1573876073,-3200.0
1573876103,-3200.0
1573876133,-3200.0
1573876163,-3200.0
1573876193,-3200.0
1573876223,-3200.0
1573876253,-3200.0
1573876283,-3200.0
1573876313,-3200.0
1573876343,-3200.0
1573876373,-3200.0
1573876403,-3200.0
1573876433,-3200.0
1573876463,-3200.0
1573876493,-3200.0
1573876523,-3200.0
1573876553,-3200.0
1573876583,-3200.0
1573876613,-3200.0
1573876643,-3200.0
1573876673,-3200.0
1573876703,-3200.0
1573876733,-3200.0
1573876763,-3200.0
1573876793,-3200.0
1573876823,-3200.0
1573876853,-3200.0
1573876883,-3200.0
1573876913,-3200.0
1573876943,-3200.0
1573876973,-3200.0
1573877003,-3200.0
1573877033,-3200.0
1573877063,-3200.0
1573877093,-3200.0
1573877123,-3200.0
1573877153,-3200.0
1573877183,-3200.0
1573877213,-3200.0
1573877243,-3200.0
1573877273,-3200.0
1573877303,-3200.0
1573877333,-3200.0
1573877363,-3200.0
1573877393,-3200.0
1573877423,-3200.0
1573877453,-3200.0
1573877483,-3200.0
1573877513,-3200.0
1573877543,-3200.0
1573877573,-3200.0
1573877603,-3200.0
1573877633,-3200.0
1573877663,-3200.0
1573877693,-3200.0
1573877723,-3200.0
1573877753,-3200.0
1573877783,-3200.0
1573877813,-3200.0
1573877843,-3200.0
1573877873,-3200.0
1573877903,-3200.0
1573877933,-3200.0
1573877963,-3200.0
1573877993,-3200.0
1573878023,-3200.0
1573878053,-3200.0
1573878083,-3200.0
1573878113,-3200.0
1573878143,-3200.0
1573878173,-3200.0
1573878203,-3200.0
1573878233,-3200.0
1573878263,-3200.0
1573878293,-3200.0
1573878323,-3200.0
1573878353,-3200.0
1573878383,-3200.0
1573878413,-3200.0
1573878443,-3200.0
1573878473,-3200.0
1573878503,-3200.0
1573878533,-3200.0
1573878563,-3200.0
1573878593,-3200.0
1573878623,-3200.0
1573878653,-3200.0
1573878683,-3200.0
1573878713,-3200.0
1573878743,-3200.0
1573878773,-3200.0
1573878803,-3200.0
1573878833,-3200.0
1573878863,-3200.0
1573878893,-3200.0
1573878923,-3200.0
1573878953,-3200.0
1573878983,-3200.0
1573879013,-3200.0
1573879043,-3200.0
1573879073,-3200.0
1573879103,-3200.0
1573879133,-3200.0
1573879163,-3200.0
1573879193,-3200.0
1573879223,-3200.0
1573879253,-3200.0
1573879283,-3200.0
1573879313,-3200.0
1573879343,-3200.0
1573879373,-3200.0
1573879403,-3200.0
1573879433,-3200.0
1573879463,-3200.0
1573879493,-3200.0
1573879523,-3200.0
1573879553,-3200.0
1573879583,-3200.0
1573879613,-3200.0
1573879643,-3200.0
1573879673,-3200.0
1573879703,-3200.0
1573879733,-3200.0
1573879763,-3200.0
1573879793,-3200.0
1573879823,-3200.0
1573879853,-3200.0
1573879883,-3200.0
1573879913,-3200.0
1573879943,-3200.0
1573879973,-3200.0
1573880003,-3200.0
1573880033,-3200.0
1573880063,-3200.0
1573880093,-3200.0
1573880123,-3200.0
1573880153,-3200.0
1573880183,-3200.0
